طابع زمني,1. الجنس,2. الفئة العمرية,3. مكان الإقامة الحالي,4. أعلى مستوى تعليمي,5. هل تعمل أو تدرس في مجال طبي أو صحي ؟,6. هل سبق لك استخدام الأعشاب الطبية لعلاج أي حالة صحية ؟,"7. عندما تمرض, ما الخيار الذي تلجأ إليه أولاً ؟ (يمكن الاختيار اكثر من اجابة)",8. هل تقرأ أو تسأل أو تبحث عن الأعشاب التي تريد استخدامها قبل الاستعمال ؟,9. ما العامل الأهم عند اختيارك للأعشاب ؟,10. هل شعرت أن الأعشاب كانت فعالة في علاج حالتك ؟,11. أي من الأعشاب السورية الشائعة استخدمتها أو سمعت عنها؟ (يمكن الاجابة على اكثر من اجابة),12. هل تعلم أن الأعشاب قد تتداخل مع بعض الأدوية وتسبب مشاكل صحية ؟,"13. برأيك, هل ""المنتج الطبيعي = آمن تماماً ولا يسبب أي أضرار""",14. هل اشتريت أدوية عشبية أو خلطات عشبية عبر الإنترنت ؟,15. هل تعتقد أن هناك أعشاب تباع بأسماء أخرى مختلفة عن اسمها الحقيقي (مثلاً الأقحوان بدلاً من البابونج)؟,16. هل تعتقد أن الأعشاب المطحونة قد تكون مغشوشة بإضافة مواد أخرى ؟,17. هل سبق لك استخدام أعشاب طبية بغرض التنحيف أو إنقاص الوزن ؟,18. أي من هذه الأعشاب استخدمتها للتنحيف؟(يمكن الإجابة على أكثر من خيار),19. هل تعتقد أن هناك حالات غش بمواد دوائية (مثل الملينات أو المدرات الكيميائية) في وصفات الأعشاب للتنحيف دون تصريح عنها ؟,20. هل تعتقد أن هناك حالات غش في الأعشاب وخلطات العسل المقوية باستخدام مركبات دوائية مقوية دون التصريح عنها ؟,21. هل تعتقد أن الإفراط في استخدام الأعشاب الطبية قد يسبب ضرراً للكبد أو الكلى ؟,22. كم مرة تستخدم الأعشاب الطبية *دون استشارة طبيب أو صيدلاني*,23. هل سبق أن شعرت بأي أعراض جانبية بعد استخدام أعشاب طبية ؟ (يمكن اختيار اكثر من اجابة),24. هل تعتقد أن الأعشاب آمنة بأي جرعة وليس لها أي آثار جانبية ؟,25. هل تعتقد أن هناك توابل وبهارات شائعة لها أضرار عند استخدامها بجرعات عالية؟,26. هل تعلم أو سمعت بوجود أعشاب طبية منشطة أو مهدئة للجهاز العصبي قد تسبب الإدمان أو الاعتماد عليها عند الاستخدام المطول ؟,"27. برأيك , هل يمكن لبعض الأعشاب المهدئة أو المنشطة أن تسبب اعتماداً نفسياً أو جسدياً مشابه للأدوية الكيميائية ؟","28. برأيك , ماهو السبب الرئيسي لانتشار الوصفات العشبية الخاطئة أو الخطرة على وسائل التواصل الاجتماعي ؟ (يمكن اختيار اكثر من اجابة)","29. إذا تم تطوير *تطبيق ذكي مجاني باللغة العربية* يعمل كمساعد منزلي يقدم معلومات علمية موثوقة عن الأعشاب السورية , هل ستستخدمه؟",30. هل لديك أي اقتراحات أو ملاحظات إضافية حول  استخدام الأعشاب الطبية في سوريا ؟
2026-04-30 10:37:20.808,أنثى,18-25 سنة,اللاذقية,دراسات عليا,لا,"نعم , احيانا","الأدوية من الصيدلية, زيارة الطبيب",دائماً,نصيحة شخص آخر,نعم جداً,البابونج,نعم,أوافق بشدة,لا,لا أعرف,لا أعرف,نعم (انتقل إلى السؤال 18),الشاي الأخضر,لا أعرف,لا أعرف,نعم بالتأكيد,أحياناً,تقلصات أو آلام في البطن,نعم,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل","نعم , بالتأكيد",انتشار الموروث الشعبي الخاطئ,نعم بالتأكيد,
2026-04-30 10:37:22.458,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا","الأدوية من الصيدلية, زيارة الطبيب",دائماً,الجودة,إلى حد ما,اليانسون,لا,أوافق,لا,نعم,نعم,لا,,نعم,نعم,لا (لأنها طبيعية),دائماً,لم أشعر بأي أعراض,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل","نعم , بالتأكيد",قلة الرقابة على المحتوى,نعم بالتأكيد,
2026-04-30 10:48:45.740,ذكر,18-25 سنة,حلب,دراسات عليا,لا,"لا , ابدا",زيارة الطبيب,دائماً,الثقة بالمصدر,نعم جداً,"إكليل الجبل, البابونج, النعناع",لا,أوافق بشدة,لا,نعم,نعم بشدة,لا,السنامكي,نعم بشدة,ربما,نعم بالتأكيد,نادراً,"تقلصات أو آلام في البطن, إسهال",نعم,لا أعرف,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,قلة الرقابة على المحتوى,ربما لا,
2026-04-30 10:50:22.329,أنثى,18-25 سنة,طرطوس,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,إلى حد ما,"إكليل الجبل, البابونج",نعم,محايد,لا,لا أعرف,نعم بشدة,لا,الشاي الأخضر,نعم,نعم,نعم بالتأكيد,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,انتشار الموروث الشعبي الخاطئ,ربما,
2026-04-30 11:34:36.456,ذكر,18-25 سنة,اللاذقية,ثانوية,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,نعم جداً,"البابونج, النعناع",نعم,أوافق,لا,لا أعرف,نعم,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,عدم وعي المستخدمين بالمخاطر,نعم بالتأكيد,
2026-04-30 11:54:25.571,أنثى,36-50 سنة,اللاذقية,أقل من الثانوية,لا,"لا , ابدا",الأدوية من الصيدلية,أحياناً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,محايد,نعم,نعم,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,نعم,ربما,غالباً,غثيان أو قيء,لا,نعم,"نعم , أعرف ذلك جيداً",لا أعرف,قلة الرقابة على المحتوى,نعم بالتأكيد,لا
2026-04-30 11:56:43.529,أنثى,أكثر من 50 سنة,اللاذقية,بكالوريوس,نعم,نادرا,زيارة الطبيب,نادراً,الثقة بالمصدر,لا أعلم,"الزعتر السوري, اليانسون",لا,محايد,لا,لا أعرف,نعم,لا,,نعم,نعم,ربما,أبداً,لم أشعر بأي أعراض,ربما,لا أعرف,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,عدم وعي المستخدمين بالمخاطر,ربما,
2026-04-30 11:59:49.326,أنثى,أكثر من 50 سنة,اللاذقية,ثانوية,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الثقة بالمصدر,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي",نعم,أوافق,لا,نعم,نعم,نعم (انتقل إلى السؤال 18),"السنامكي, الشاي الأخضر",لا,ربما,لا أعرف,دائماً,لم أشعر بأي أعراض,ربما,نعم,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,المفروض جمع فوائد الاعشاب والازهار في سورية مع ذكر كل فائدة للعشب ومدى السمية والفواىد الموجودة في كل عشب 
2026-04-30 12:58:07.221,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الثقة بالمصدر,نعم جداً,"إكليل الجبل, اليانسون, البابونج",نعم,محايد,لا,نعم,ربما,لا,,ربما,ربما,لا أعرف,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,ربما,كلا
2026-04-30 13:37:21.545,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأدوية من الصيدلية,دائماً,نصيحة شخص آخر,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع",نعم,لا أوافق,لا,لا أعرف,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,نعم بالتأكيد,غالباً,لم أشعر بأي أعراض,لا,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,ربما في حالات الاستخدام الطويل,"عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",ربما,لا
2026-05-01 11:48:38.970,أنثى,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , بانتظام",الأدوية من الصيدلية,دائماً,الجودة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي, أوراق الزيتون",نعم,لا أوافق,لا,لا أعرف,نعم بشدة,نعم (انتقل إلى السؤال 18),"الشاي الأخضر, الزنجبيل و الكركم ",نعم,ربما,ربما,دائماً,لم أشعر بأي أعراض,ربما,لا أعرف,"نعم , سمعت عنه لكن لا أعرف التفاصيل","نعم , بالتأكيد",كل ما سبق,ربما,لا
2026-05-09 00:24:55.741,ذكر,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,أحياناً,الشهرة/التجربة,إلى حد ما,"البابونج, النعناع",لا,محايد,لا,لا أعرف,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,نعم,لا,ربما,دائماً,لم اشعر بأي اعراض,لا,لا أعرف,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر",نعم بالتأكيد,
2026-05-09 00:29:13.373,ذكر,18-25 سنة,اللاذقية,بكالوريوس,لا,نادرا,زيارة الطبيب,أحياناً,الجودة,لا أعلم,البابونج,لا,أوافق بشدة,لا,نعم,نعم,لا,الشاي الأخضر,ربما,نعم,نعم بالتأكيد,أبداً,لم أشعر بأي أعراض,لا أعرف,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,رغبة الناس في حلول سريعة ورخيصة,لا,ليس لدي أي اقتراح 
2026-05-09 00:31:57.824,ذكر,26-35 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الجودة,إلى حد ما,"اليانسون, البابونج, النعناع, أوراق الزيتون",نعم,لا أوافق,لا,نعم,نعم بشدة,لا,الشاي الأخضر,نعم بشدة,نعم,نعم بالتأكيد,غالباً,"تقلصات أو آلام في البطن, حساسية",لا,نعم,"نعم , أعرف ذلك جيداً","نعم , بالتأكيد",كل ما سبق,نعم بالتأكيد,
2026-05-09 15:34:48.570,أنثى,18-25 سنة,اللاذقية,دراسات عليا,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الثقة بالمصدر,إلى حد ما,"البابونج, النعناع",نعم,لا أوافق,لا,نعم,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,نعم,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,البصل البري: يستخدم كـ كمادات على الصدر لعلاج السعال الديكي، وعلى الظهر لعلاج التهاب الرئة، وحول الرقبة لالتهاب اللوزتين.
2026-05-09 15:57:07.069,ذكر,18-25 سنة,اللاذقية,بكالوريوس,لا,"نعم , احيانا",الأعشاب الطبية,دائماً,الجودة,نعم جداً,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع, أوراق الزيتون",نعم,أوافق,نعم,نعم,ربما,لا,لم استخدم ,ربما,نعم,لا (لأنها طبيعية),غالباً,لم أشعر بأي أعراض,نعم,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,كل ما سبق,نعم بالتأكيد,"استخدام الأعشاب الطبية مهم بس لازم يكون مبني على معلومات علمية موثوقة لأن الاعتماد على وصفات شعبية ممكن يسبب ضرر. من الضروري تنظيم بيع الأعشاب وتوعية الناس بالجرعات والتداخلات الدوائية."""
2026-05-09 16:38:05.649,أنثى,18-25 سنة,اللاذقية,بكالوريوس,نعم,"نعم , احيانا",الأعشاب الطبية,أحياناً,الشهرة/التجربة,إلى حد ما,"الزعتر السوري, إكليل الجبل, اليانسون, البابونج, النعناع",نعم,محايد,لا,لا,ربما,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,ربما,ربما,أحياناً,لم أشعر بأي أعراض,لا,نعم,"لا , لم أسمع بهذا من قبل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",ربما,الوعي عند استخدامها 
2026-05-09 17:41:34.342,ذكر,أكثر من 50 سنة,دمشق,ثانوية,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أبداً,نصيحة شخص آخر,إلى حد ما,"إكليل الجبل, اليانسون, البابونج, النعناع, الورد الدمشقي, قرفه",لا,أوافق بشدة,لا,نعم,ربما,نعم (انتقل إلى السؤال 18),"السنامكي, العشرق, الشاي الأخضر",لا,لا,لا (لأنها طبيعية),دائماً,لم أشعر بأي أعراض,ربما,لا,"نعم , سمعت عنه لكن لا أعرف التفاصيل",لا أعرف,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة, كل ما سبق",نعم بالتأكيد,
2026-05-09 17:52:14.376,ذكر,36-50 سنة,دمشق,دراسات عليا,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية, زيارة الطبيب",أحياناً,الثقة بالمصدر,إلى حد ما,"إكليل الجبل, اليانسون, البابونج",نعم,محايد,لا,نعم,نعم,لا,,نعم,ربما,ربما,غالباً,"إسهال, غثيان أو قيء",لا,ربما,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,"قلة الرقابة على المحتوى, انتشار الموروث الشعبي الخاطئ, عدم وعي المستخدمين بالمخاطر, رغبة الناس في حلول سريعة ورخيصة",نعم بالتأكيد,
2026-05-09 18:33:27.781,أنثى,18-25 سنة,الحسكة,بكالوريوس,نعم,"نعم , احيانا",الأدوية من الصيدلية,دائماً,الثقة بالمصدر,إلى حد ما,"البابونج, النعناع",نعم,لا أوافق,لا,لا,نعم,نعم (انتقل إلى السؤال 18),الشاي الأخضر,ربما,لا,ربما,أحياناً,إسهال,لا,ربما,"نعم , أعرف ذلك جيداً",ربما في حالات الاستخدام الطويل,انتشار الموروث الشعبي الخاطئ,ربما,
2026-05-10 10:25:15.737,ذكر,36-50 سنة,اللاذقية,أقل من الثانوية,لا,"نعم , احيانا",الأعشاب الطبية,أحياناً,الثقة بالمصدر,إلى حد ما,البابونج,نعم,أوافق,نعم,نعم,ربما,لا,الشاي الأخضر,ربما,نعم,لا (لأنها طبيعية),غالباً,لم أشعر بأي أعراض,ربما,نعم,"نعم , سمعت عنه لكن لا أعرف التفاصيل",ربما في حالات الاستخدام الطويل,قلة الرقابة على المحتوى,نعم بالتأكيد,لا
2026-05-10 16:23:55.272,ذكر,أكثر من 50 سنة,حماة,بكالوريوس,لا,"نعم , احيانا","الأعشاب الطبية, الأدوية من الصيدلية",أحياناً,نصيحة شخص آخر,نعم جداً,"الزعتر السوري, اليانسون, البابونج, النعناع",لا,أوافق,لا,لا أعرف,ربما,لا,,ربما,ربما,لا أعرف,دائماً,لم أشعر بأي أعراض,ربما,لا,"لا , لم أسمع بهذا من قبل",لا أعتقد ذلك,كل ما سبق,نعم بالتأكيد,
2026-05-12 12:22:00.737,ذكر,18-25 سنة,دير الزور,بكالوريوس,لا,نادرا,الأدوية من الصيدلية,أحياناً,نصيحة شخص آخر,إلى حد ما,"اليانسون, البابونج, النعناع",لا,محايد,لا,لا أعرف,ربما,لا,,ربما,ربما,ربما,غالباً,لم أشعر بأي أعراض,لا,نعم,سمعت بالمصطلح بشكل عام لكن لا أعرف أمثلة,لا أعتقد ذلك,كل ما سبق,ربما,
